,Grid Coordinates,Value,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
172,"(23.5, 86.5)",24.228,7,21,11,1,14,7,23,13,2,11,23,6,31,27,15,16,30,21,37,28,17,13,9,21,6,28,29,29,24,28
173,"(23.5, 87.5)",24.620000000000005,5,17,6,2,17,9,22,14,9,12,23,6,28,26,13,15,24,21,33,26,19,13,9,23,3,27,33,31,26,37
174,"(23.5, 88.5)",24.878,6,12,10,6,19,10,22,13,10,10,18,4,26,24,12,16,30,21,34,24,17,13,14,19,2,24,33,35,26,38
175,"(23.5, 91.5)",22.35,20,12,6,3,26,17,27,36,20,13,14,5,27,23,4,16,17,18,25,27,18,5,26,20,5,10,29,34,18,26
176,"(23.5, 92.5)",21.728,22,13,6,2,29,18,27,36,25,10,15,10,27,24,4,13,18,19,26,27,17,6,25,19,5,10,29,29,15,22
177,"(23.5, 93.5)",21.97,22,13,7,4,32,20,31,46,31,13,20,14,34,23,2,16,15,16,23,29,18,8,21,16,2,7,17,21,12,13
178,"(24.5, 68.5)",25.756000000000004,20,28,12,7,23,8,30,20,8,16,27,9,26,20,17,8,7,18,14,12,31,11,16,35,7,17,11,28,25,37
179,"(24.5, 69.5)",25.568,20,29,12,7,24,8,29,18,7,16,26,9,27,19,17,9,9,18,13,11,31,11,18,35,7,18,11,27,26,36
180,"(24.5, 70.5)",24.998,21,28,12,6,27,7,29,15,8,16,27,10,23,19,17,11,10,18,13,13,31,9,19,35,8,16,12,26,27,35
181,"(24.5, 71.5)",24.93,22,25,12,4,26,7,29,15,9,17,24,11,28,17,16,13,11,17,16,15,30,8,15,31,6,18,14,28,30,32
182,"(24.5, 72.5)",24.538000000000004,23,24,11,4,24,7,29,17,9,16,24,15,29,16,16,13,11,16,16,16,31,8,16,31,7,17,13,25,30,34
183,"(24.5, 73.5)",24.33,21,24,10,4,23,7,28,10,8,12,26,15,33,17,19,12,11,16,15,15,30,8,16,32,7,18,14,29,31,33
184,"(24.5, 74.5)",24.088,15,23,13,5,20,8,28,10,6,11,24,15,40,18,30,15,10,15,16,13,22,6,14,32,8,18,14,28,33,38
185,"(24.5, 75.5)",23.98,11,23,19,6,17,7,29,9,5,11,25,15,44,19,30,17,10,15,18,15,22,6,13,31,9,17,13,24,32,34
186,"(24.5, 76.5)",23.7,13,21,19,5,17,6,27,9,4,11,24,15,46,19,30,18,10,14,17,18,21,5,11,29,10,18,13,28,31,36
187,"(24.5, 77.5)",23.648,11,20,20,4,18,5,25,8,5,11,22,15,42,19,31,17,11,13,26,21,18,4,11,26,12,18,12,29,32,42
188,"(24.5, 78.5)",23.458,13,22,14,6,22,6,25,10,6,13,24,13,40,17,26,11,10,15,35,24,17,4,9,20,12,21,12,30,26,45
189,"(24.5, 79.5)",23.098000000000003,15,22,17,6,22,6,24,10,5,12,26,14,35,17,21,10,13,15,36,29,16,4,10,19,11,22,15,30,23,43
190,"(24.5, 80.5)",23.18,13,19,14,4,22,5,24,10,6,13,25,12,36,18,20,9,12,16,37,30,16,4,11,15,8,23,17,34,23,48
191,"(24.5, 81.5)",22.728,12,20,13,3,22,4,26,10,8,14,27,11,33,26,21,9,12,13,36,31,15,4,7,18,8,22,19,34,18,52
192,"(24.5, 82.5)",22.82,8,23,17,5,18,4,27,10,9,12,29,11,32,26,17,10,16,13,31,31,15,3,3,21,8,23,24,29,20,50
193,"(24.5, 83.5)",22.608,9,23,13,4,20,4,28,10,12,6,25,10,33,28,18,11,21,11,32,31,13,4,6,20,7,23,26,32,21,47
194,"(24.5, 84.5)",22.418000000000003,11,23,12,4,20,9,28,12,10,9,23,11,33,31,19,12,21,11,32,30,15,5,10,20,8,24,24,23,14,44
195,"(24.5, 85.5)",22.956,8,22,12,1,20,8,28,13,9,11,23,11,33,29,18,10,22,13,34,30,15,4,8,21,7,23,28,26,19,42
196,"(24.5, 86.5)",23.69,5,13,7,1,17,7,23,14,8,12,16,9,30,28,13,17,23,17,36,26,19,6,10,23,7,28,34,36,29,32
197,"(24.5, 87.5)",23.77,3,11,5,1,15,9,21,13,15,12,15,9,28,26,13,14,29,21,37,27,18,12,12,20,10,25,34,37,25,27
198,"(24.5, 88.5)",24.23,5,10,7,1,20,9,23,12,16,12,14,9,26,24,10,14,27,22,38,26,18,13,16,22,10,20,34,38,24,27
199,"(24.5, 91.5)",21.81,20,13,7,1,27,18,26,35,27,10,15,12,29,22,5,13,16,16,24,25,17,4,26,18,5,11,30,36,19,19
200,"(24.5, 92.5)",21.83,22,12,7,4,28,21,28,39,29,10,19,14,31,24,4,14,16,15,23,26,19,7,22,16,6,11,23,25,16,16
201,"(24.5, 93.5)",21.978,23,11,7,4,31,20,30,47,30,10,21,15,34,23,2,17,16,17,22,28,18,8,23,18,3,7,18,23,13,9
202,"(24.5, 94.5)",21.73,24,10,7,4,31,18,32,50,31,13,19,14,35,23,2,17,15,18,20,26,18,6,23,18,2,7,17,23,13,9
203,"(25.5, 70.5)",24.17,21,25,11,6,24,7,27,13,8,16,21,11,23,17,17,12,11,17,19,16,31,12,19,33,7,18,14,29,29,31
204,"(25.5, 71.5)",24.118000000000002,20,26,11,4,25,7,29,13,10,15,22,11,24,17,16,12,11,17,19,17,33,7,19,31,7,18,17,29,30,31
205,"(25.5, 72.5)",24.118000000000002,21,24,11,4,24,8,29,12,7,14,23,12,24,16,16,13,11,18,18,16,32,8,19,30,9,21,18,29,30,31
206,"(25.5, 73.5)",23.398,20,24,11,4,23,6,29,12,6,14,25,15,24,16,15,13,10,19,18,16,31,7,18,30,9,22,18,29,31,33
207,"(25.5, 74.5)",23.41,19,23,12,4,19,8,30,12,6,13,25,15,36,15,25,14,9,15,24,14,27,7,16,30,8,19,14,23,29,35
208,"(25.5, 75.5)",22.858,10,25,13,3,20,10,28,9,7,11,23,16,43,17,28,17,11,14,22,15,27,6,12,32,9,17,14,20,31,38
209,"(25.5, 76.5)",22.516000000000002,12,23,9,3,21,10,27,9,4,9,22,14,37,19,30,17,12,15,29,23,20,5,12,30,8,17,13,23,32,43
210,"(25.5, 77.5)",22.27,15,22,10,4,22,4,24,8,7,9,22,12,37,17,26,20,11,14,37,24,22,5,9,21,11,19,13,30,29,43
211,"(25.5, 78.5)",22.36,15,25,11,4,22,4,24,7,9,10,23,11,35,16,20,13,12,16,38,26,17,5,13,21,13,21,11,31,27,47
212,"(25.5, 79.5)",22.31,14,22,13,3,20,4,23,9,7,11,24,9,33,16,19,10,14,14,36,30,19,5,12,18,13,24,18,33,25,48
213,"(25.5, 80.5)",22.17,12,19,13,4,20,4,24,9,7,10,22,9,32,25,20,9,15,15,37,32,16,3,7,16,12,27,18,31,22,55
214,"(25.5, 81.5)",22.21,9,17,11,3,22,4,26,9,7,12,23,11,30,23,19,9,15,12,35,33,15,5,7,18,9,27,24,35,25,52
215,"(25.5, 82.5)",22.108,10,19,11,3,22,6,24,9,13,8,18,10,28,23,22,12,23,12,34,33,14,6,5,22,8,26,26,31,21,49
216,"(25.5, 83.5)",22.158,10,19,11,3,21,11,26,12,15,7,20,10,29,25,23,12,21,12,33,36,12,5,9,20,7,26,27,25,16,45
217,"(25.5, 84.5)",22.09,10,17,11,3,20,11,27,10,13,7,18,9,27,28,23,11,23,13,34,40,11,4,8,21,8,25,26,25,17,44
218,"(25.5, 85.5)",22.27,10,15,10,3,21,10,29,10,13,8,20,9,28,27,20,10,25,15,36,38,14,5,9,22,4,24,30,25,19,38
219,"(25.5, 86.5)",22.94,7,12,10,0,18,10,28,11,21,11,8,8,25,26,12,17,28,17,41,34,16,8,10,17,7,22,35,30,19,38
220,"(25.5, 87.5)",23.46,5,10,1,0,17,9,20,9,18,11,13,9,24,27,11,23,23,22,39,30,17,8,19,19,11,20,37,42,26,26
221,"(25.5, 88.5)",23.23,7,9,0,0,17,6,19,10,25,13,13,12,19,26,10,23,21,22,39,27,17,11,23,17,11,17,36,44,28,25
222,"(25.5, 90.5)",21.86,20,11,5,1,25,9,22,28,25,12,14,15,30,25,4,13,18,15,28,30,16,6,24,19,6,11,31,37,21,26
223,"(25.5, 91.5)",21.68,23,11,7,1,29,18,25,41,28,12,18,14,33,25,3,15,18,16,27,29,17,6,22,16,6,8,25,24,15,15
224,"(25.5, 92.5)",21.65,22,11,7,4,30,19,29,46,28,10,18,13,35,27,3,15,16,15,22,26,17,8,24,17,5,9,20,23,13,14
225,"(25.5, 93.5)",21.498,22,10,7,4,31,20,29,50,31,10,19,13,35,23,1,18,16,16,23,26,17,7,23,18,5,10,19,22,15,8
226,"(25.5, 94.5)",22.96,24,7,8,7,31,21,30,50,30,13,20,14,34,22,2,18,15,16,19,27,18,8,25,22,2,6,16,21,13,8
227,"(26.5, 70.5)",23.818,19,28,11,4,22,9,27,12,10,16,21,10,23,15,17,12,11,17,22,19,31,13,19,34,7,20,15,29,28,27
228,"(26.5, 71.5)",23.55,19,25,11,4,22,9,29,13,12,15,21,7,23,16,17,12,10,16,23,19,32,12,20,31,7,20,19,26,30,26
229,"(26.5, 72.5)",23.25,21,23,11,3,22,9,29,13,10,14,23,7,24,15,15,12,10,17,21,19,33,10,21,29,8,20,19,26,30,33
230,"(26.5, 73.5)",23.39,16,22,10,4,23,7,30,11,9,13,25,11,22,18,15,12,10,16,26,19,33,7,17,31,8,21,19,24,31,37
231,"(26.5, 74.5)",22.568,12,20,10,3,19,7,30,13,9,12,24,11,35,16,18,14,10,16,29,19,29,6,19,31,8,20,18,21,32,37
232,"(26.5, 75.5)",21.89,10,21,11,3,19,10,28,12,9,9,22,13,34,16,26,18,10,12,32,21,24,6,15,32,9,19,16,20,29,41
233,"(26.5, 76.5)",21.370000000000005,14,24,7,3,23,8,27,14,12,9,21,8,32,13,20,19,12,16,40,25,21,6,12,26,10,18,12,23,31,45
234,"(26.5, 77.5)",21.35,13,22,6,3,24,7,27,11,12,9,20,9,30,15,18,15,13,18,39,27,18,6,13,23,11,19,13,27,27,48
235,"(26.5, 78.5)",21.44,19,21,6,3,23,4,23,10,9,9,17,5,29,17,20,16,16,18,40,31,20,6,9,19,11,22,15,32,27,50
236,"(26.5, 79.5)",21.39,18,17,9,2,18,4,21,8,9,9,18,7,31,19,20,13,18,15,38,33,14,8,9,16,12,24,20,32,29,54
237,"(26.5, 80.5)",21.29,17,15,11,0,20,6,24,9,6,8,19,9,30,21,20,13,19,16,40,34,15,5,6,16,11,27,21,31,27,51
238,"(26.5, 81.5)",21.508000000000003,10,15,9,0,22,10,22,9,9,6,16,9,29,21,21,14,19,13,40,35,14,8,7,17,8,28,25,31,28,53
239,"(26.5, 82.5)",21.93,12,15,8,1,22,10,22,10,11,6,17,12,29,22,22,12,23,13,36,36,13,9,7,23,8,26,26,26,18,52
240,"(26.5, 83.5)",21.81,9,15,9,2,23,11,23,10,14,6,17,10,28,23,23,12,23,12,37,40,13,8,11,22,7,26,27,25,18,43
241,"(26.5, 84.5)",21.879999999999995,9,16,11,2,20,11,24,11,16,6,13,9,26,22,24,12,28,14,37,43,12,5,9,22,6,25,29,26,18,41
242,"(26.5, 85.5)",22.048000000000002,10,12,7,1,22,11,21,9,18,7,14,7,27,27,19,19,29,18,41,38,11,4,12,20,6,23,31,30,20,34
243,"(26.5, 86.5)",22.370000000000005,7,9,4,0,20,8,20,8,20,10,11,12,26,25,13,22,29,19,43,40,13,6,16,18,8,21,35,34,20,34
244,"(26.5, 87.5)",19.818,7,7,1,0,19,9,16,7,15,13,10,14,25,27,11,25,27,20,39,37,16,4,21,21,6,19,37,36,24,35
245,"(26.5, 88.5)",20.03,7,8,0,0,22,8,22,9,22,11,12,15,23,24,6,24,20,25,37,32,14,10,24,19,8,16,37,38,26,23
246,"(26.5, 89.5)",20.43,10,9,0,0,26,12,18,14,25,13,14,16,27,22,7,19,19,25,35,28,17,10,25,19,6,11,33,33,26,26
247,"(26.5, 90.5)",20.21,18,11,0,0,27,12,19,18,24,15,19,15,31,23,4,24,19,21,27,31,17,8,23,20,6,9,31,33,20,20
248,"(26.5, 91.5)",21.32,21,12,7,2,30,16,23,37,25,12,18,15,33,25,4,12,18,19,26,26,15,8,24,18,4,7,25,27,18,14
249,"(26.5, 92.5)",21.49,24,9,7,4,30,19,26,46,28,14,20,14,37,25,3,15,18,17,22,25,17,6,23,18,5,10,18,20,13,14
250,"(26.5, 93.5)",23.129999999999995,24,7,8,6,31,20,25,48,29,14,19,14,38,20,2,17,16,17,22,26,18,6,25,22,5,9,17,19,13,8
251,"(26.5, 94.5)",22.51,26,8,7,6,32,25,29,49,29,13,19,14,36,22,2,16,15,18,17,27,18,6,27,22,2,6,16,20,12,8
252,"(26.5, 95.5)",22.5,26,8,7,7,31,24,29,49,29,13,19,14,33,19,2,17,17,19,17,24,17,6,27,22,6,5,12,21,11,16
253,"(27.5, 69.5)",23.678,19,26,10,4,22,7,27,13,9,15,26,6,22,14,18,13,11,16,21,17,29,15,19,33,11,23,16,31,28,27
254,"(27.5, 70.5)",23.47,18,22,8,3,22,11,29,14,13,15,23,8,25,14,17,13,12,14,24,16,31,16,21,30,9,21,16,26,30,26
255,"(27.5, 71.5)",23.02,17,20,9,3,22,11,29,14,13,14,22,8,26,15,16,14,10,13,24,17,32,16,22,29,9,21,16,23,29,31
256,"(27.5, 72.5)",23.1,17,19,7,3,20,10,29,13,13,14,23,7,24,17,18,14,11,14,27,20,29,18,18,30,8,22,16,23,30,31
257,"(27.5, 73.5)",22.238,17,20,8,3,21,11,29,15,13,13,22,7,29,15,19,12,10,13,30,22,29,13,19,27,7,21,17,22,29,35
258,"(27.5, 74.5)",21.928,14,20,8,3,21,13,25,16,12,11,15,6,33,19,20,15,11,15,37,26,29,8,16,27,6,19,17,22,28,36
259,"(27.5, 75.5)",20.870000000000005,12,20,5,3,22,12,26,13,15,10,16,5,31,22,20,19,12,12,40,28,24,7,16,26,6,22,15,23,25,42
260,"(27.5, 76.5)",20.248,13,19,6,3,22,11,24,13,16,10,18,5,28,20,18,24,14,15,41,29,22,6,12,24,8,24,13,23,24,43
261,"(27.5, 77.5)",20.21,15,20,6,3,19,8,25,13,17,8,15,4,28,18,19,18,15,18,41,31,19,6,10,21,8,23,13,29,26,47
262,"(27.5, 78.5)",20.808,17,16,8,3,23,7,21,9,13,9,14,6,29,20,19,15,19,17,40,39,15,9,10,17,10,22,16,29,27,49
263,"(27.5, 79.5)",20.51,18,13,10,1,23,11,22,8,9,8,13,7,29,19,19,13,24,17,38,40,14,8,8,15,9,23,18,31,28,51
264,"(27.5, 80.5)",20.886000000000003,17,11,11,0,20,10,20,6,9,8,13,9,29,18,20,16,25,20,39,38,16,7,7,15,10,25,20,32,26,51
265,"(27.5, 81.5)",21.19,12,13,11,0,20,12,18,5,14,6,14,9,30,20,21,13,23,15,39,37,15,7,9,16,9,27,24,32,25,50
266,"(27.5, 82.5)",21.558,11,15,10,0,23,11,19,8,8,7,15,9,29,22,23,13,26,15,37,38,14,8,9,19,7,26,29,28,19,50
267,"(27.5, 83.5)",21.698,11,13,8,1,21,12,23,10,11,6,14,10,28,23,23,13,26,14,38,39,13,9,10,23,7,26,27,26,19,44
268,"(27.5, 84.5)",21.65,10,14,7,1,22,11,22,7,15,7,12,7,28,25,23,15,29,16,39,40,11,8,8,24,7,25,29,26,21,38
269,"(27.5, 88.5)",19.838,8,8,1,0,25,9,15,10,20,13,16,15,24,20,7,21,23,23,38,32,16,8,23,20,7,19,39,41,25,22
270,"(27.5, 89.5)",20.09,12,7,0,0,29,10,17,13,24,14,17,16,25,21,4,24,23,25,35,31,19,7,24,18,5,9,31,33,26,26
271,"(27.5, 90.5)",20.43,17,8,0,0,32,11,18,19,25,15,17,16,29,22,4,23,23,27,30,30,18,9,25,21,5,9,30,29,20,14
272,"(27.5, 91.5)",21.32,20,10,1,0,31,17,19,41,26,16,20,15,28,23,2,23,19,22,25,23,14,10,23,19,4,8,24,29,21,14
273,"(27.5, 92.5)",22.14,23,11,7,6,29,21,24,44,29,14,18,15,36,23,2,15,19,19,18,24,17,9,25,19,4,8,15,22,16,13
274,"(27.5, 93.5)",22.698,26,7,7,5,30,24,24,48,29,14,19,14,36,26,1,16,17,18,19,29,19,6,26,21,4,5,16,18,14,10
275,"(27.5, 94.5)",22.72,26,8,7,6,31,28,27,48,29,13,19,14,32,19,2,17,18,18,17,25,18,6,28,21,5,5,12,21,11,16
276,"(27.5, 95.5)",22.72,26,8,7,6,32,24,27,48,29,13,19,14,31,19,2,17,18,18,17,24,18,6,28,21,5,5,12,21,12,16
277,"(28.5, 70.5)",22.708,17,20,7,3,21,11,29,15,12,13,22,7,25,17,18,14,12,14,25,20,30,14,21,32,8,22,17,23,31,28
278,"(28.5, 71.5)",22.25,17,19,6,3,19,11,30,16,13,13,21,6,27,18,18,16,11,14,27,21,29,16,17,29,7,20,19,24,29,31
279,"(28.5, 72.5)",21.69,15,17,7,2,19,10,27,13,13,11,21,6,31,20,20,17,9,13,34,24,29,13,20,29,6,20,17,23,30,31
280,"(28.5, 73.5)",21.45,13,17,5,1,22,12,26,16,14,11,16,6,33,21,21,16,12,13,35,25,29,9,17,28,6,19,17,22,28,37
281,"(28.5, 74.5)",20.48,12,19,5,2,21,13,25,18,15,10,17,6,33,21,20,20,14,15,40,27,25,7,16,24,2,21,14,20,27,38
282,"(28.5, 75.5)",20.26,12,17,6,3,24,12,24,14,15,11,18,6,30,21,23,25,14,11,41,25,18,8,14,27,2,25,12,20,25,40
283,"(28.5, 76.5)",19.91,13,19,5,3,22,11,26,14,16,11,19,5,29,18,22,24,18,14,41,29,15,6,12,23,4,25,13,25,25,40
284,"(28.5, 77.5)",19.598000000000003,10,15,7,3,21,12,23,12,16,8,15,7,28,22,20,23,20,16,40,33,17,9,11,20,6,24,15,29,22,44
285,"(28.5, 78.5)",19.86,17,13,6,2,21,11,21,11,15,8,15,8,28,18,19,19,19,21,40,39,17,7,7,19,7,23,15,29,25,47
286,"(28.5, 79.5)",18.91,15,14,9,0,21,15,19,10,13,6,12,8,28,18,20,19,23,20,41,34,17,4,8,15,8,23,19,32,24,49
287,"(28.5, 80.5)",19.328,17,12,8,0,21,16,19,9,13,7,13,6,28,17,21,16,25,20,39,38,17,6,8,16,8,24,21,32,24,47
288,"(28.5, 81.5)",19.68,13,12,11,0,21,15,18,7,13,8,14,7,28,20,21,19,25,15,40,38,15,5,8,12,7,25,23,32,24,50
289,"(28.5, 88.5)",19.73,8,8,1,0,27,8,17,10,17,14,17,15,24,20,7,24,22,22,35,31,17,9,23,18,8,19,38,39,25,24
290,"(28.5, 91.5)",21.89,21,11,1,3,32,10,18,19,27,19,23,15,30,23,1,25,20,22,28,26,17,11,26,21,4,9,25,28,20,12
291,"(28.5, 92.5)",22.648,22,6,5,4,29,19,21,44,27,16,20,14,31,19,0,24,20,24,26,24,15,9,26,20,4,5,18,27,18,11
292,"(28.5, 93.5)",22.75,26,9,7,7,29,24,26,48,29,12,20,15,33,18,2,17,16,18,18,27,21,6,27,21,5,5,16,23,15,7
293,"(28.5, 94.5)",22.708,26,9,7,8,30,28,26,48,30,12,20,14,27,20,1,16,20,21,17,25,19,7,27,22,5,5,11,21,10,16
294,"(28.5, 95.5)",22.379999999999995,18,6,5,7,28,17,22,42,29,12,16,13,33,23,21,14,25,28,16,34,19,7,22,20,5,5,11,17,12,16
295,"(29.5, 72.5)",20.4,13,15,4,3,25,13,24,18,16,12,13,7,28,19,21,19,13,10,37,26,29,13,19,26,4,21,14,22,28,34
296,"(29.5, 73.5)",19.738,13,12,4,2,23,14,23,19,15,10,14,7,30,26,22,21,15,11,45,27,23,8,14,26,3,25,14,23,26,33
297,"(29.5, 74.5)",19.44,12,13,5,1,24,14,21,18,17,9,16,7,30,24,25,23,18,9,43,27,19,8,16,26,2,25,12,22,23,34
298,"(29.5, 75.5)",19.13,11,14,6,2,23,13,24,16,17,9,16,7,30,26,24,27,19,14,42,28,12,8,16,25,2,23,13,21,23,35
299,"(29.5, 76.5)",18.97,9,13,6,3,26,12,26,13,19,11,18,9,30,24,25,25,17,14,39,25,12,9,18,25,2,22,13,22,21,39
300,"(29.5, 77.5)",18.02,11,13,5,2,22,14,22,15,18,7,17,8,30,22,23,23,21,19,40,29,15,7,16,22,4,20,15,24,20,43
301,"(29.5, 78.5)",16.42,13,14,6,2,22,15,22,15,15,8,16,8,32,22,22,22,19,20,42,30,17,5,11,20,5,19,13,24,21,47
302,"(29.5, 79.5)",16.408,13,10,8,0,21,16,20,10,15,8,14,8,30,21,22,22,21,21,42,31,22,5,8,18,6,19,15,27,24,51
303,"(29.5, 80.5)",17.82,18,11,7,0,23,16,19,9,15,7,15,8,28,21,21,16,22,18,40,33,19,5,8,16,8,22,19,30,23,49
304,"(30.5, 73.5)",18.34,12,13,4,6,22,15,20,16,18,11,14,8,30,26,25,22,21,9,42,27,19,8,16,26,2,24,12,26,24,29
305,"(30.5, 74.5)",18.52,11,13,5,5,25,15,22,17,17,11,15,8,32,19,25,22,22,8,40,28,16,10,19,26,2,22,12,24,24,31
306,"(30.5, 75.5)",18.448,11,10,6,5,26,15,22,17,19,11,17,8,30,20,27,26,19,14,41,25,14,4,15,27,1,21,14,25,25,33
307,"(30.5, 76.5)",17.418000000000003,14,13,5,4,25,15,22,17,18,10,18,9,31,22,23,23,19,18,40,24,14,4,13,26,3,19,14,25,22,38
308,"(30.5, 77.5)",16.326,15,14,5,6,26,15,24,16,18,7,19,9,33,22,23,25,17,18,35,25,13,5,12,24,3,17,14,23,22,43
309,"(30.5, 78.5)",15.03,16,13,4,5,26,17,21,15,18,8,16,8,36,25,22,24,14,17,41,25,18,4,11,22,2,16,14,24,21,44
310,"(30.5, 79.5)",15.3,16,13,6,2,24,18,20,15,16,8,14,8,34,20,21,24,19,17,40,25,17,3,10,20,3,17,14,26,21,52
311,"(30.5, 80.5)",16.446,15,13,8,1,24,19,19,12,17,8,13,8,32,19,21,21,20,17,39,29,21,4,7,19,6,21,16,28,22,49
312,"(31.5, 74.5)",18.49,12,22,6,7,26,16,26,16,19,16,18,9,27,10,25,21,13,15,29,25,23,10,16,30,1,13,13,26,23,34
313,"(31.5, 75.5)",17.72,12,17,6,5,25,17,26,16,17,15,19,8,30,11,25,21,13,16,33,25,22,8,17,26,2,18,13,28,23,33
314,"(31.5, 76.5)",15.556000000000003,14,12,5,7,26,17,25,17,19,12,19,10,31,14,27,17,10,18,38,25,22,6,17,26,1,15,13,26,23,36
315,"(31.5, 77.5)",14.810000000000002,16,14,4,7,26,18,21,15,19,12,18,10,35,10,22,22,17,19,34,24,21,6,14,24,2,18,14,23,23,41
316,"(31.5, 78.5)",14.46,16,13,4,5,25,19,19,14,20,9,17,11,38,25,21,23,15,19,30,24,18,6,13,22,2,16,14,25,23,40
317,"(31.5, 79.5)",13.788,17,14,4,4,23,16,20,13,20,8,16,11,39,28,21,25,15,19,36,24,22,6,11,21,2,17,14,25,21,36
318,"(32.5, 74.5)",13.038,13,43,12,7,21,18,27,18,20,18,18,11,23,11,26,17,4,13,16,19,28,13,10,32,2,11,13,26,22,36
319,"(32.5, 75.5)",14.45,14,43,10,14,21,18,26,18,20,18,18,12,21,13,27,15,5,16,15,19,27,12,10,29,1,11,13,25,22,34
320,"(32.5, 76.5)",13.5,15,25,9,15,22,18,26,18,21,17,19,12,22,14,28,18,6,16,21,23,22,12,13,31,2,10,13,25,19,34
321,"(32.5, 77.5)",11.968000000000002,15,20,6,10,27,19,26,18,19,17,19,13,23,10,25,20,8,18,24,24,26,9,15,28,1,11,13,27,21,36
322,"(32.5, 78.5)",12.148,16,17,5,7,29,20,27,19,21,16,19,15,23,11,25,18,5,18,26,27,20,7,15,28,1,12,14,27,23,37
323,"(32.5, 79.5)",11.38,18,14,3,5,25,19,24,17,20,11,17,14,28,10,21,24,12,21,33,25,25,6,16,28,1,12,14,28,22,33
324,"(33.5, 73.5)",11.3,13,44,12,7,19,18,25,18,20,19,23,15,22,12,25,18,3,11,14,18,28,15,10,31,2,9,14,26,21,35
325,"(33.5, 74.5)",10.968000000000002,13,44,12,8,19,18,27,18,21,19,21,13,21,15,28,18,3,11,14,17,26,12,10,33,2,10,13,24,21,37
326,"(33.5, 75.5)",9.384000000000002,13,44,13,10,18,17,27,18,19,19,21,13,21,14,28,16,3,15,16,18,25,11,10,32,2,9,13,25,21,37
327,"(33.5, 76.5)",10.36,15,42,13,12,18,18,26,18,20,17,19,12,21,14,28,16,3,15,16,19,26,12,10,31,2,10,13,25,19,35
328,"(33.5, 77.5)",9.99,15,40,13,13,20,20,26,18,19,17,21,13,21,13,21,17,3,15,16,21,26,12,10,30,2,9,13,27,19,34
329,"(33.5, 78.5)",9.87,18,36,12,13,18,20,28,20,21,18,20,13,21,13,21,17,3,17,14,24,24,10,12,32,2,8,13,24,21,32
330,"(33.5, 79.5)",11.22,18,27,9,10,22,21,30,19,23,18,19,15,22,13,22,18,5,20,16,26,20,10,13,28,0,7,14,23,21,33
331,"(34.5, 74.5)",8.85,12,43,12,6,15,23,26,14,19,16,29,30,23,12,46,17,3,11,12,17,23,11,10,29,2,5,11,21,17,31
332,"(34.5, 75.5)",9.11,15,44,14,10,17,21,29,17,20,18,23,15,23,11,25,16,3,15,15,17,25,11,10,32,3,7,13,25,20,32
333,"(34.5, 76.5)",8.378000000000002,15,43,15,12,18,20,25,18,22,18,20,13,21,14,26,17,3,15,17,18,26,11,11,31,2,7,13,25,19,33
334,"(34.5, 77.5)",8.02,15,41,17,14,19,21,25,18,20,17,21,13,21,13,26,17,3,15,17,18,27,11,11,30,1,7,13,23,19,34
335,"(34.5, 78.5)",8.118,16,42,17,14,19,21,25,18,20,18,21,13,21,14,26,17,3,15,13,16,27,11,11,31,3,7,12,23,19,35
