,Grid Coordinates,Value,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
171,"(23.5, 85.5)",39.63199999999999,17,14,16,20,25,9,19,16,11,15,25,18,10,18,25,4,9,13,22,21,38,4,12,12,31,47,3,36,11,27
172,"(23.5, 86.5)",39.45,21,18,26,27,33,6,17,27,3,15,27,21,9,12,26,6,7,4,13,21,33,2,12,13,26,40,0,36,14,36
173,"(23.5, 87.5)",39.11,23,19,31,22,31,7,15,33,0,16,26,23,11,12,22,3,3,3,9,19,38,3,14,11,27,38,0,35,12,47
174,"(23.5, 88.5)",37.95199999999999,22,17,33,16,29,0,10,34,1,17,31,32,13,11,16,4,3,4,7,22,31,2,12,13,26,37,0,42,13,50
175,"(23.5, 91.5)",32.38,4,23,23,11,16,1,7,13,3,17,35,18,9,11,10,5,4,2,14,12,24,38,33,20,41,20,20,34,33,54
176,"(23.5, 92.5)",32.19,4,22,18,13,12,4,11,10,3,23,26,16,11,9,10,12,8,5,12,11,25,37,32,23,42,20,25,27,34,51
177,"(23.5, 93.5)",32.71199999999999,0,15,9,7,11,0,5,3,5,20,13,19,12,10,15,10,18,11,14,7,15,36,37,30,45,17,35,35,49,45
178,"(24.5, 68.5)",37.68,7,15,16,17,15,3,18,22,14,20,35,20,5,40,9,11,16,34,14,18,18,13,17,8,28,55,16,4,19,24
179,"(24.5, 69.5)",38.32,6,16,15,18,18,3,20,24,18,21,33,21,3,39,12,8,13,29,15,19,17,13,17,7,28,53,16,8,20,24
180,"(24.5, 70.5)",38.46,10,14,17,26,18,5,15,25,20,21,32,24,5,32,14,9,12,27,20,20,20,17,22,4,24,47,13,5,13,22
181,"(24.5, 71.5)",40.09,12,15,14,36,20,7,18,24,23,20,29,22,2,26,20,10,14,19,19,18,17,16,20,4,25,46,12,6,15,21
182,"(24.5, 72.5)",40.66,16,15,19,37,19,8,13,24,22,22,29,18,2,26,16,11,15,22,22,17,19,19,20,4,23,45,9,6,15,20
183,"(24.5, 73.5)",40.38,16,18,15,34,19,7,16,24,23,23,25,21,1,25,14,13,16,20,21,17,20,21,22,4,19,41,15,7,14,18
184,"(24.5, 74.5)",41.36,16,16,18,34,16,4,19,23,27,24,25,21,0,21,14,11,16,26,22,17,24,21,22,3,20,41,14,7,12,18
185,"(24.5, 75.5)",42.11,16,15,11,29,14,1,21,20,27,23,26,22,0,21,11,11,18,29,22,16,20,20,23,3,22,39,20,11,17,22
186,"(24.5, 76.5)",42.19199999999999,16,13,12,35,16,1,21,19,30,23,25,20,1,22,13,9,19,30,20,13,22,19,19,5,19,41,18,12,18,17
187,"(24.5, 77.5)",42.73,15,9,12,36,16,1,21,18,34,23,21,17,0,22,14,9,21,30,25,12,23,18,19,8,22,41,17,13,19,17
188,"(24.5, 78.5)",42.89,19,6,13,32,17,3,21,19,33,23,20,19,0,23,16,9,22,30,22,10,26,14,11,7,30,39,17,14,21,17
189,"(24.5, 79.5)",42.93,20,6,19,27,20,4,19,19,34,24,18,18,1,24,16,10,18,27,21,11,29,13,9,7,29,36,15,20,20,16
190,"(24.5, 80.5)",42.73,19,5,23,23,17,4,15,19,35,21,21,19,11,27,19,10,15,23,24,13,32,6,10,9,23,34,11,22,22,17
191,"(24.5, 81.5)",42.62,20,6,28,21,16,3,16,18,33,16,25,21,17,22,20,7,11,16,21,14,35,4,13,9,25,34,11,28,21,18
192,"(24.5, 82.5)",41.93199999999999,25,6,28,18,15,7,17,14,24,11,23,20,21,21,21,8,10,15,23,19,36,3,12,8,24,37,10,33,19,20
193,"(24.5, 83.5)",41.34199999999999,26,10,32,15,18,7,18,16,9,13,34,20,18,21,17,3,10,12,20,20,36,3,16,12,25,39,6,36,13,23
194,"(24.5, 84.5)",40.5,19,9,26,16,21,8,17,14,8,12,36,22,14,22,23,3,9,10,20,17,36,3,14,13,29,44,6,40,9,29
195,"(24.5, 85.5)",40.04199999999999,20,16,27,17,24,8,14,24,5,16,29,22,13,19,23,4,7,7,16,16,34,6,13,13,29,45,1,43,9,28
196,"(24.5, 86.5)",39.21,22,18,31,24,29,7,13,27,3,11,32,24,10,13,29,6,9,3,14,18,32,4,14,12,26,35,0,41,10,33
197,"(24.5, 87.5)",38.51,20,20,35,22,31,11,14,37,2,12,32,30,10,11,25,7,6,3,7,20,28,2,15,12,24,30,0,30,11,42
198,"(24.5, 88.5)",37.99199999999999,20,18,35,23,32,8,15,36,3,14,34,35,16,8,25,7,8,3,8,15,24,4,16,12,18,23,1,27,14,46
199,"(24.5, 91.5)",32.46,2,21,21,15,18,4,9,12,3,27,30,18,16,7,9,13,10,8,16,10,21,42,32,16,38,21,20,23,33,35
200,"(24.5, 92.5)",32.46199999999999,0,20,13,13,18,2,8,5,3,25,19,24,15,7,6,13,9,8,16,5,20,41,37,37,32,17,30,30,45,30
201,"(24.5, 93.5)",32.73,0,18,9,7,9,0,5,5,3,14,12,16,11,11,15,11,16,10,15,6,17,36,40,30,44,18,38,34,48,56
202,"(24.5, 94.5)",32.68,0,17,9,8,10,3,5,3,6,17,10,17,14,8,13,11,14,11,14,9,18,34,37,27,46,17,36,34,49,55
203,"(25.5, 70.5)",40.65,14,18,13,31,23,8,16,24,22,22,32,22,3,30,19,11,14,22,13,17,13,19,20,4,27,41,9,6,17,20
204,"(25.5, 71.5)",41.09199999999999,15,14,12,36,20,8,15,24,22,20,30,20,2,28,19,14,14,24,21,18,14,19,20,4,25,39,8,6,16,21
205,"(25.5, 72.5)",40.94,14,16,15,40,17,8,14,25,18,23,28,18,1,28,20,14,13,23,20,18,13,20,20,4,23,40,16,7,16,18
206,"(25.5, 73.5)",40.57199999999999,15,18,12,41,17,5,13,24,20,24,28,17,0,24,18,11,13,25,19,16,18,21,21,3,25,40,14,7,19,20
207,"(25.5, 74.5)",41.62,15,18,13,42,17,1,13,20,19,23,25,15,0,22,16,11,13,27,18,16,21,22,22,2,23,41,20,10,23,22
208,"(25.5, 75.5)",42.43199999999999,14,18,12,38,15,0,20,21,21,23,25,14,0,22,13,8,16,27,19,14,25,19,25,1,21,42,20,12,22,21
209,"(25.5, 76.5)",42.61199999999999,19,10,12,34,18,0,18,19,25,24,26,14,0,24,12,5,21,30,26,12,26,18,20,4,22,38,18,13,23,17
210,"(25.5, 77.5)",43.15199999999999,21,7,14,33,18,1,19,20,31,24,25,15,0,24,12,5,19,31,23,10,24,14,15,4,28,37,18,16,24,16
211,"(25.5, 78.5)",43.282,17,5,17,32,16,3,19,18,34,24,23,16,0,23,16,4,18,30,26,12,27,13,9,7,28,38,16,22,19,16
212,"(25.5, 79.5)",43.03,23,5,19,26,19,3,17,21,33,23,25,18,6,23,14,5,15,25,22,14,32,11,11,6,22,35,13,26,21,16
213,"(25.5, 80.5)",42.72,19,6,27,20,15,6,15,19,32,22,26,19,10,25,16,3,11,18,23,16,33,6,14,9,24,38,13,27,21,17
214,"(25.5, 81.5)",42.21199999999999,25,6,32,19,14,6,17,17,28,15,26,21,18,24,21,5,8,14,20,19,35,5,13,8,20,34,12,28,19,19
215,"(25.5, 82.5)",41.33199999999999,25,8,34,20,15,14,13,16,12,13,42,20,18,19,21,1,10,11,20,20,32,4,13,12,23,38,8,36,12,18
216,"(25.5, 83.5)",40.76,24,11,29,18,23,8,10,19,6,13,39,19,19,19,21,0,11,11,20,19,35,5,12,10,25,45,7,36,13,24
217,"(25.5, 84.5)",39.88,17,10,30,20,24,6,8,20,9,13,35,21,20,20,24,0,10,9,17,16,37,4,13,13,27,45,5,41,9,26
218,"(25.5, 85.5)",39.4,16,12,30,18,23,5,10,30,3,17,35,21,16,21,21,1,10,6,15,16,34,9,13,13,30,47,2,42,9,24
219,"(25.5, 86.5)",38.37,15,17,34,22,30,7,8,36,0,12,37,33,11,14,27,8,8,3,11,12,29,8,15,12,25,34,0,43,9,29
220,"(25.5, 87.5)",37.04199999999999,10,18,45,22,32,5,10,41,3,12,43,35,6,12,25,8,8,1,12,13,25,10,14,10,19,30,2,26,10,41
221,"(25.5, 88.5)",36.24,12,24,48,22,31,3,11,38,3,17,42,34,7,12,24,8,7,2,11,15,16,10,21,12,16,21,3,22,13,45
222,"(25.5, 90.5)",32.66,0,17,20,17,19,6,11,14,3,19,28,30,12,6,13,14,14,10,13,9,16,39,33,14,41,20,18,25,31,38
223,"(25.5, 91.5)",32.64,2,19,11,11,12,2,7,4,5,15,15,22,14,5,9,13,16,12,17,7,22,34,43,29,42,21,35,33,46,27
224,"(25.5, 92.5)",32.77199999999999,2,16,9,10,11,3,6,4,8,18,11,19,14,5,7,11,15,13,17,9,22,37,41,28,45,19,37,37,46,28
225,"(25.5, 93.5)",32.67,1,17,9,9,9,1,6,4,6,16,10,16,13,10,13,11,15,11,16,7,21,38,38,25,40,17,39,35,45,57
226,"(25.5, 94.5)",34.17,7,20,9,9,13,1,7,4,6,18,11,16,14,8,10,10,13,11,15,8,22,32,36,24,43,16,37,35,44,54
227,"(26.5, 70.5)",41.4,15,17,15,37,20,8,16,26,21,22,32,21,2,27,19,12,13,24,14,17,11,19,17,4,26,40,9,7,18,20
228,"(26.5, 71.5)",41.41,14,18,14,40,18,5,12,28,19,25,29,15,0,25,19,13,13,23,21,15,11,18,19,4,24,39,17,10,22,19
229,"(26.5, 72.5)",41.41,14,18,12,42,17,5,13,27,17,23,29,15,0,24,19,12,12,26,21,16,11,20,20,2,27,38,18,10,22,21
230,"(26.5, 73.5)",42.19,15,18,11,42,17,4,14,27,25,23,28,15,0,20,17,11,14,26,18,14,13,19,17,2,28,37,19,11,24,21
231,"(26.5, 74.5)",42.5,16,18,8,41,16,1,15,22,25,23,27,14,0,22,13,13,14,26,21,17,20,21,18,2,23,41,19,9,25,21
232,"(26.5, 75.5)",42.4,20,16,10,36,19,2,16,24,23,24,31,13,0,24,9,6,16,27,25,12,19,18,22,3,22,38,20,11,25,19
233,"(26.5, 76.5)",43.11,18,12,17,37,18,1,17,18,32,26,28,11,0,25,13,1,17,25,23,11,25,14,11,3,29,39,19,19,24,16
234,"(26.5, 77.5)",43.29199999999999,19,8,18,32,17,4,16,18,34,26,28,11,0,26,14,3,17,28,25,12,27,11,10,3,28,37,17,21,21,17
235,"(26.5, 78.5)",43.37,19,6,23,32,18,10,22,17,31,27,30,14,2,24,16,3,9,21,21,12,28,9,10,9,27,34,13,29,19,15
236,"(26.5, 79.5)",42.481999999999985,21,6,28,23,15,11,23,18,27,26,29,17,4,22,17,6,7,15,22,14,33,8,11,9,22,35,12,30,19,18
237,"(26.5, 80.5)",41.403999999999975,26,6,33,26,11,8,15,14,28,16,28,18,12,20,22,3,8,13,21,19,33,5,11,10,21,43,11,32,18,17
238,"(26.5, 81.5)",41.33199999999999,26,7,35,23,12,9,17,17,22,13,41,19,14,22,23,1,9,9,21,17,32,3,12,9,21,41,6,36,14,17
239,"(26.5, 82.5)",40.981999999999985,26,7,36,22,17,10,12,19,7,13,41,20,16,18,23,1,10,11,21,19,37,5,12,12,25,39,7,38,7,17
240,"(26.5, 83.5)",40.07,18,10,32,18,19,7,13,20,7,14,36,18,20,19,24,1,10,7,20,19,32,6,14,10,26,47,4,44,11,24
241,"(26.5, 84.5)",39.06199999999999,17,10,32,19,21,6,8,24,4,13,38,20,16,19,26,1,12,10,18,18,33,7,14,10,24,46,3,45,9,25
242,"(26.5, 85.5)",38.47,17,14,27,21,25,4,10,37,3,17,39,27,12,19,21,2,9,3,13,15,30,13,13,14,26,41,2,40,8,29
243,"(26.5, 86.5)",37.28,8,17,40,18,29,3,8,39,2,15,39,35,11,15,24,7,8,2,12,15,25,11,15,12,23,34,4,36,10,33
244,"(26.5, 87.5)",32.63,7,23,43,20,27,6,2,36,2,16,34,39,12,14,20,3,7,1,12,13,28,16,17,7,28,39,3,29,12,35
245,"(26.5, 88.5)",31.62,5,24,45,20,27,7,5,32,2,22,36,37,11,8,18,6,6,0,12,9,24,17,21,8,31,31,7,22,16,43
246,"(26.5, 89.5)",31.61,3,18,34,19,19,5,9,22,3,17,29,33,11,6,15,12,9,5,14,10,20,27,33,12,37,27,13,23,24,43
247,"(26.5, 90.5)",31.51,1,18,24,14,18,6,8,18,3,21,13,21,13,5,14,12,13,12,16,9,26,39,39,19,48,22,21,19,32,30
248,"(26.5, 91.5)",32.7,6,22,11,13,14,3,9,5,6,21,11,21,13,5,8,14,11,9,14,10,26,43,42,23,47,24,25,23,41,32
249,"(26.5, 92.5)",32.97,4,20,9,10,12,3,8,4,9,20,10,19,12,4,9,10,14,13,15,8,27,36,41,24,44,18,37,40,44,26
250,"(26.5, 93.5)",34.54,7,21,10,12,12,2,6,4,9,20,9,16,13,8,8,10,15,12,16,7,25,39,37,24,43,17,36,35,43,37
251,"(26.5, 94.5)",34.121999999999986,8,22,10,12,13,2,6,3,7,20,8,16,10,6,10,9,15,12,16,8,23,38,34,23,43,12,36,34,44,48
252,"(26.5, 95.5)",34.17,7,21,9,11,13,2,6,3,6,18,8,15,12,9,10,10,15,13,16,6,22,37,36,24,41,14,40,37,42,53
253,"(27.5, 69.5)",41.39199999999999,15,17,12,37,20,8,16,26,23,22,31,13,2,30,20,15,12,21,15,14,11,19,18,4,27,38,13,8,19,22
254,"(27.5, 70.5)",41.75,14,17,14,42,18,5,11,25,23,22,27,13,1,26,19,14,14,28,20,14,8,18,14,3,25,38,20,11,24,21
255,"(27.5, 71.5)",41.98,14,18,13,42,17,6,11,26,24,22,29,12,0,23,19,14,14,29,18,14,10,20,13,3,28,37,17,11,25,20
256,"(27.5, 72.5)",42.790000000000006,12,18,9,41,17,7,11,25,27,23,30,11,0,23,17,13,14,26,21,14,11,21,16,3,26,38,18,12,23,20
257,"(27.5, 73.5)",42.7,16,18,8,39,13,5,12,23,28,27,30,13,1,26,12,8,15,32,21,13,13,20,18,2,28,35,17,13,21,22
258,"(27.5, 74.5)",42.65,18,15,8,37,14,4,12,26,30,27,32,12,2,26,13,12,14,33,17,12,14,18,15,3,26,37,16,13,22,23
259,"(27.5, 75.5)",42.33,18,13,15,37,14,9,14,21,33,30,29,9,2,22,13,8,15,31,23,11,16,16,15,3,24,34,16,15,22,21
260,"(27.5, 76.5)",42.36199999999999,21,12,18,31,16,13,20,18,33,29,27,9,2,22,17,1,16,28,23,11,20,10,12,5,31,32,14,17,21,19
261,"(27.5, 77.5)",42.74,21,9,26,31,18,11,19,16,32,28,29,10,2,27,17,5,11,24,21,12,25,7,8,5,31,35,14,20,18,17
262,"(27.5, 78.5)",42.83199999999999,19,8,30,31,16,9,16,15,29,28,30,12,4,24,18,6,6,17,18,12,32,4,9,9,28,39,12,34,16,17
263,"(27.5, 79.5)",41.43,24,7,32,25,10,9,20,16,27,19,34,16,5,23,23,4,6,14,16,13,33,4,12,11,25,41,12,34,17,17
264,"(27.5, 80.5)",40.83,24,6,32,25,8,13,18,13,28,18,35,16,7,20,28,5,8,12,18,20,32,3,12,11,20,40,10,38,18,16
265,"(27.5, 81.5)",40.72,27,7,33,22,13,11,18,15,11,21,42,18,14,21,25,4,10,10,19,16,32,2,11,11,22,37,6,40,15,20
266,"(27.5, 82.5)",40.28,25,6,33,21,14,11,16,20,6,17,40,19,18,20,25,3,11,10,23,20,31,4,12,14,20,40,5,38,9,18
267,"(27.5, 83.5)",39.69,19,10,32,19,17,7,12,20,5,14,36,17,15,18,24,1,13,10,21,20,34,7,15,10,25,49,4,40,12,23
268,"(27.5, 84.5)",39.02,17,11,34,17,21,6,8,31,5,17,35,21,11,18,27,1,11,6,20,18,34,8,14,13,24,42,3,45,9,24
269,"(27.5, 88.5)",31.47,3,17,40,18,23,6,4,25,1,15,32,34,8,5,22,7,8,3,13,8,21,27,25,12,40,42,7,24,20,46
270,"(27.5, 89.5)",31.2,2,20,32,19,17,6,8,22,2,16,24,32,11,5,16,13,12,9,13,9,24,35,36,11,41,23,13,21,24,38
271,"(27.5, 90.5)",31.31,0,19,23,15,16,6,8,16,3,20,15,21,14,5,13,13,11,11,13,10,22,42,42,20,45,20,22,19,32,39
272,"(27.5, 91.5)",32.64,6,20,21,16,17,3,10,5,6,25,13,20,11,4,13,10,13,13,16,11,28,38,40,22,43,23,24,18,36,30
273,"(27.5, 92.5)",33.81,7,21,9,14,14,3,7,3,8,20,5,17,12,4,9,11,14,13,15,8,26,39,40,26,40,17,36,38,42,32
274,"(27.5, 93.5)",34.26,7,22,10,15,13,3,8,5,8,22,8,19,13,4,9,10,16,12,16,7,24,39,37,24,38,16,37,34,43,31
275,"(27.5, 94.5)",34.48,8,21,9,12,13,2,6,3,5,19,8,15,12,8,10,9,15,13,16,6,22,37,35,23,41,15,39,36,42,51
276,"(27.5, 95.5)",34.48,8,21,9,11,13,3,6,3,5,19,8,15,12,8,10,9,15,13,16,6,22,37,35,23,40,14,40,37,41,52
277,"(28.5, 70.5)",42.94,16,18,11,39,17,7,11,25,25,22,29,12,1,24,16,11,14,28,18,13,14,24,15,3,25,34,19,13,23,22
278,"(28.5, 71.5)",43.00199999999999,13,18,9,39,16,6,12,25,26,26,31,12,1,27,15,9,14,32,19,13,11,23,16,3,26,32,18,13,22,21
279,"(28.5, 72.5)",42.86,16,16,10,36,13,5,12,25,28,28,32,10,1,27,15,11,14,34,19,12,15,21,16,2,27,33,17,14,21,21
280,"(28.5, 73.5)",42.91,17,15,9,36,12,4,13,26,32,28,30,10,2,28,13,10,15,31,19,12,15,21,15,3,29,33,18,13,21,20
281,"(28.5, 74.5)",42.74,17,14,12,35,11,10,14,20,34,29,28,9,2,24,13,7,14,33,20,9,15,18,14,3,34,36,16,14,22,23
282,"(28.5, 75.5)",42.49199999999999,20,12,12,33,11,10,17,15,33,27,27,8,2,22,15,9,15,32,21,15,16,17,12,6,32,35,14,19,21,20
283,"(28.5, 76.5)",42.39,23,12,21,31,14,16,17,16,31,29,27,10,2,22,16,2,14,29,21,14,19,9,11,6,29,33,12,25,21,18
284,"(28.5, 77.5)",41.959999999999994,26,8,28,29,10,11,14,15,29,27,27,11,4,26,19,2,14,22,21,10,25,5,9,6,32,37,10,34,18,21
285,"(28.5, 78.5)",41.161999999999985,23,7,34,28,13,10,17,17,30,21,30,14,3,21,20,3,9,15,18,11,31,5,10,7,32,40,11,31,18,19
286,"(28.5, 79.5)",39.01,24,8,34,25,10,10,19,14,23,18,31,14,6,20,25,4,7,13,16,16,35,4,10,13,31,43,8,38,16,15
287,"(28.5, 80.5)",39.03199999999999,25,7,33,22,8,11,18,14,20,18,37,17,7,22,28,7,8,14,16,14,32,4,12,12,23,43,10,36,16,14
288,"(28.5, 81.5)",38.92,26,7,33,22,9,14,18,13,15,19,42,18,12,20,27,5,8,9,16,15,33,3,11,12,24,42,6,40,16,16
289,"(28.5, 88.5)",31.59,2,18,37,18,20,4,4,25,1,15,32,35,9,6,23,7,10,3,15,8,19,31,31,15,39,36,4,24,21,38
290,"(28.5, 91.5)",33.27,4,22,16,14,16,6,9,13,7,24,10,18,13,4,12,10,12,10,15,12,27,35,39,20,43,19,25,18,36,41
291,"(28.5, 92.5)",34.29,9,24,12,14,20,3,8,6,8,20,9,19,13,4,9,8,13,12,15,9,27,37,36,24,41,23,32,23,38,38
292,"(28.5, 93.5)",34.29,7,22,9,13,15,3,7,5,8,19,8,19,12,7,8,9,14,12,17,6,24,40,37,23,38,16,35,30,42,44
293,"(28.5, 94.5)",34.42,6,22,9,12,14,2,7,3,5,17,8,16,15,7,10,9,14,14,16,6,23,37,36,22,39,15,41,34,40,50
294,"(28.5, 95.5)",34.52,8,22,10,11,14,2,6,3,5,16,9,14,16,6,11,9,13,14,15,5,19,39,37,24,40,10,40,38,42,52
295,"(29.5, 72.5)",42.83,20,16,9,33,12,7,13,20,30,28,35,9,4,28,11,4,15,31,18,12,13,22,14,3,37,32,17,15,22,19
296,"(29.5, 73.5)",42.459999999999994,18,16,12,33,11,11,13,21,30,28,28,9,4,26,12,5,16,31,18,8,13,20,11,5,33,34,15,30,21,19
297,"(29.5, 74.5)",42.34,22,15,16,32,11,15,12,17,31,28,27,10,2,23,13,3,15,28,20,11,14,12,9,6,34,34,16,32,23,18
298,"(29.5, 75.5)",41.84,23,12,18,30,11,14,12,14,33,28,27,10,1,21,16,6,16,22,20,11,17,10,10,6,34,38,17,30,24,18
299,"(29.5, 76.5)",41.39,26,8,25,29,12,12,13,15,30,27,28,10,2,21,17,4,14,21,21,9,20,6,8,8,35,38,15,35,22,18
300,"(29.5, 77.5)",38.79,29,9,28,32,12,13,12,15,30,21,28,11,5,20,16,5,12,19,22,10,23,4,9,10,31,38,13,39,18,18
301,"(29.5, 78.5)",35.44,27,8,28,28,10,9,17,16,27,19,29,13,4,20,18,1,8,14,16,13,31,4,9,12,31,44,16,40,19,20
302,"(29.5, 79.5)",35.231999999999985,22,7,30,22,9,10,22,15,24,19,30,13,6,19,21,2,7,17,14,16,33,5,12,12,31,45,10,40,18,17
303,"(29.5, 80.5)",37.03199999999999,26,6,32,21,9,12,17,14,22,16,33,13,6,20,27,2,9,12,16,16,33,3,12,14,31,47,8,38,18,15
304,"(30.5, 73.5)",41.67,27,14,19,27,15,17,11,16,31,27,28,7,2,28,12,5,12,26,19,12,14,16,9,6,35,30,15,31,21,17
305,"(30.5, 74.5)",41.8,23,13,22,26,13,15,7,13,29,27,29,8,1,31,15,8,15,24,20,12,14,13,9,6,36,31,18,32,22,18
306,"(30.5, 75.5)",41.36199999999999,24,14,21,28,11,16,6,12,28,23,28,9,1,28,17,7,13,23,22,12,16,12,10,7,34,34,16,37,21,18
307,"(30.5, 76.5)",38.70199999999999,27,9,25,27,12,13,7,15,27,23,29,10,1,24,17,5,12,19,21,10,20,10,9,7,36,40,16,40,20,17
308,"(30.5, 77.5)",36.08,31,9,23,25,11,14,13,15,25,23,28,10,1,23,19,5,10,18,23,12,17,5,9,8,36,43,15,44,18,18
309,"(30.5, 78.5)",33.75,29,8,26,26,8,11,13,15,25,23,28,12,3,20,20,3,10,13,19,11,25,6,9,11,35,45,15,43,19,19
310,"(30.5, 79.5)",33.62,28,8,24,23,9,10,14,16,24,20,31,13,3,19,21,1,9,16,18,13,25,7,9,13,31,48,14,42,18,22
311,"(30.5, 80.5)",35.02199999999999,22,6,31,19,4,10,15,16,24,17,32,13,4,20,21,3,7,14,16,17,32,7,14,13,32,46,14,40,18,21
312,"(31.5, 74.5)",41.34,32,14,21,26,11,19,13,12,32,26,28,7,1,20,15,10,13,23,19,14,15,16,10,6,34,23,18,31,21,19
313,"(31.5, 75.5)",40.11,33,14,22,26,11,19,10,16,30,25,28,8,1,19,14,9,12,23,21,13,15,12,10,6,34,28,17,36,18,19
314,"(31.5, 76.5)",36.37,32,12,26,27,13,14,8,16,26,23,29,7,1,25,17,8,9,20,21,12,18,9,10,7,36,34,16,37,20,20
315,"(31.5, 77.5)",34.02,33,9,25,24,11,14,10,13,27,24,29,9,1,21,20,5,11,20,22,10,15,6,9,7,37,42,15,42,18,20
316,"(31.5, 78.5)",33.25199999999999,32,11,29,23,7,13,13,15,24,21,28,9,1,24,21,1,8,13,18,12,21,6,9,8,37,46,15,43,17,23
317,"(31.5, 79.5)",31.67,31,7,32,25,6,12,19,16,25,20,28,10,3,23,19,0,8,13,17,11,22,4,8,11,36,48,14,44,16,21
318,"(32.5, 74.5)",35.411999999999985,31,11,21,24,16,17,20,10,25,20,28,4,5,19,8,19,14,27,18,16,14,24,16,2,26,20,14,31,23,25
319,"(32.5, 75.5)",35.84,32,11,22,27,15,14,16,11,27,22,27,6,2,21,10,17,15,25,19,16,12,24,17,3,29,21,16,31,20,22
320,"(32.5, 76.5)",33.99199999999999,34,11,24,28,17,19,18,13,31,21,28,7,3,21,12,8,10,19,17,11,13,20,13,5,32,20,15,32,21,25
321,"(32.5, 77.5)",31.91,30,11,35,28,12,19,17,11,31,22,29,7,4,20,20,6,9,20,20,12,14,12,7,5,33,23,15,34,18,25
322,"(32.5, 78.5)",31.05199999999999,32,12,38,24,10,14,14,15,30,22,30,8,3,20,17,4,9,19,21,11,15,5,8,5,37,31,14,38,17,25
323,"(32.5, 79.5)",29.47,30,12,40,23,6,15,14,16,27,22,30,9,1,21,19,0,6,14,17,11,21,5,9,6,39,36,15,43,16,26
324,"(33.5, 73.5)",33.871999999999986,29,11,23,24,19,17,23,10,24,18,29,4,8,18,6,18,13,29,16,16,13,25,11,2,27,20,16,32,21,26
325,"(33.5, 74.5)",33.0,29,11,25,22,17,16,22,10,24,20,29,3,8,17,9,19,12,30,17,15,13,25,11,2,26,19,16,31,22,29
326,"(33.5, 75.5)",31.75,25,12,31,24,13,12,27,10,23,16,29,4,9,19,9,13,13,31,16,16,15,18,9,1,31,20,18,36,22,27
327,"(33.5, 76.5)",32.29,30,12,29,25,17,16,20,9,24,16,29,3,9,19,9,8,15,28,16,17,15,22,10,2,28,23,16,36,21,27
328,"(33.5, 77.5)",31.75,26,11,35,25,15,14,21,9,28,18,28,3,9,21,5,6,15,30,17,15,17,22,10,2,29,23,14,38,21,26
329,"(33.5, 78.5)",29.39,30,9,31,25,16,18,20,9,29,21,30,3,7,19,13,6,12,22,16,12,14,12,7,4,33,28,17,38,21,28
330,"(33.5, 79.5)",29.95,29,10,35,25,14,16,18,13,30,22,29,6,5,20,16,3,10,20,18,13,16,8,8,5,36,23,17,38,20,28
331,"(34.5, 74.5)",31.62,24,11,29,23,13,13,24,10,20,16,30,4,11,21,20,15,13,32,17,16,15,18,9,1,30,16,19,32,22,25
332,"(34.5, 75.5)",31.58,26,12,31,24,13,13,26,9,22,16,30,5,11,21,7,13,13,33,17,16,18,18,9,1,29,19,16,34,22,26
333,"(34.5, 76.5)",30.53,25,14,33,25,13,12,22,9,28,16,30,1,12,21,7,3,15,25,18,18,19,20,11,1,30,22,17,38,19,26
334,"(34.5, 77.5)",30.1,24,13,40,25,12,11,21,8,27,16,30,2,12,21,7,2,16,26,16,16,22,19,11,0,35,21,12,41,17,27
335,"(34.5, 78.5)",30.13,23,13,39,26,13,12,21,8,26,16,30,2,8,21,7,2,15,32,20,18,19,19,10,0,35,22,13,37,19,24
