,District Name,District Centroid Lat.,District Centroid Lng.,Grid Centroid Lat.,Grid Centroid Lng.
652,West BengalHaora,22.40137560174424,87.9941472594749,22.5,87.5
653,West BengalHugli,22.8784689537647,87.99992564716182,22.5,87.5
654,West BengalJalpaiguri,26.543358894607298,88.69698894061531,26.5,88.5
655,West BengalKoch Bihar,26.236818077389795,89.19334066170036,26.5,89.5
656,West BengalKolkata,22.550581436666672,88.35276158648149,22.5,88.5
657,West BengalMaldah,25.019168684952543,88.22799826903218,25.5,88.5
658,West BengalMurshidabad,24.272348050814806,88.20004405984251,24.5,88.5
659,West BengalNadia,23.589961392625103,88.63926500509217,23.5,88.5
660,West BengalNorth 24 Parganas,22.084490821000855,88.87870433868642,22.5,88.5
661,West BengalPashchim Medinipur,22.353729357315746,87.23065396215618,22.5,87.5
662,West BengalPurba Medinipur,21.99178345538378,87.92267579276928,21.5,87.5
663,West BengalPuruliya,23.253525138273975,86.39547578995898,23.5,86.5
664,West BengalSouth 24 Parganas,21.85438236125757,88.44535317269484,21.5,88.5
665,West BengalUttar Dinajpur,26.079383727709594,88.26123059787896,26.5,88.5
